"id","class_object","class_name","class_value","class_index","plot_id"
619,dbh,"200",0.0,9,19
620,dbh,"500",0.0,10,19
621,dbh,"10",0.0,1,20
622,dbh,"20",766.0,2,20
623,dbh,"30",207.0,3,20
624,dbh,"40",67.0,4,20
625,dbh,"50",17.0,5,20
626,dbh,"75",8.0,6,20
627,dbh,"100",0.0,7,20
628,dbh,"150",0.0,8,20
629,dbh,"200",0.0,9,20
630,dbh,"500",0.0,10,20
631,dbh,"10",0.0,1,21
632,dbh,"20",1052.0,2,21
633,dbh,"30",196.0,3,21
634,dbh,"40",51.0,4,21
635,dbh,"50",11.0,5,21
636,dbh,"75",8.0,6,21
637,dbh,"100",0.0,7,21
638,dbh,"150",0.0,8,21
639,dbh,"200",0.0,9,21
640,dbh,"500",0.0,10,21
641,dbh,"10",0.0,1,22
642,dbh,"20",536.0,2,22
643,dbh,"30",194.0,3,22
644,dbh,"40",98.0,4,22
645,dbh,"50",27.0,5,22
646,dbh,"75",35.0,6,22
647,dbh,"100",5.0,7,22
648,dbh,"150",1.0,8,22
649,dbh,"200",0.0,9,22
650,dbh,"500",0.0,10,22
651,dbh,"10",0.0,1,613
652,dbh,"20",1046.0,2,613
653,dbh,"30",194.0,3,613
654,dbh,"40",53.0,4,613
655,dbh,"50",16.0,5,613
656,dbh,"75",13.0,6,613
657,dbh,"100",1.0,7,613
658,dbh,"150",0.0,8,613
659,dbh,"200",0.0,9,613
660,dbh,"500",0.0,10,613
