id,id_taxonref,plot_name,taxaname,taxonref,family,genus,species,infra,id_rank,dbh,height,strata,flower,fruit,month_obs,bark_thickness,leaf_area,leaf_ldmc,leaf_sla,leaf_thickness,wood_density,elevation,rainfall,holdridge,province,in_forest,in_um,geo_pt
16058,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,18.80,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16059,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,19.10,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16060,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,19.40,,4,false,false,10,,,,,,0.545637,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16061,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,19.70,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16062,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,20.40,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16063,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,20.70,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16064,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,21.00,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16065,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.00,,4,false,false,10,,,,,,0.621141,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16066,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.00,,4,false,false,10,,,,,,0.628683,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16067,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.30,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16068,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.60,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16069,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.70,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16070,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,22.90,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16071,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,23.20,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16072,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,24.50,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16075,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,33.10,,4,false,false,10,,,,,,0.498176,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16076,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,34.10,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16077,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,34.40,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16078,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,35.70,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16079,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,38.20,,4,false,false,10,,,,,,0.596564,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16080,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,39.50,,3,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16081,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,42.30,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16082,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,51.20,18,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16083,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,57.60,,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
16084,1863,Paeoua,Araucaria montana,Araucaria montana Brongn. & Gris,Araucariaceae,Araucaria,Araucaria montana,,21,63.70,21.4,4,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
56124,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,13.10,,,false,false,11,,,,,,,407,3130,3,,false,false,POINT (164.72705078 -20.59366608)
56127,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,5.00,,,false,false,3,,,,,,,630,3150,3,,false,false,POINT (164.78291321 -20.56038857)
56144,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,8.30,,,false,false,3,,,,,,,614,3150,3,,false,false,POINT (164.78330994 -20.55983353)
56128,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,5.40,,,false,false,3,,,,,,,630,3150,3,,false,false,POINT (164.78291321 -20.56038857)
56129,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,5.70,,,false,false,3,,,,,,,630,3150,3,,false,false,POINT (164.78291321 -20.56038857)
56130,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,6.40,,,false,false,3,,,,,,,630,3150,3,,false,false,POINT (164.78291321 -20.56038857)
56120,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,9,,,,,,,591,2170,2,,false,false,POINT (164.437300014496 -20.3021666526794)
56126,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,8.60,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56152,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,10.80,6.1,,false,false,11,,,,,,,641,3300,3,,false,false,POINT (164.86911011 -20.64027786)
56118,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,19,15,,false,false,4,,,,,,,389,1860,2,,false,false,POINT (164.41667 -20.3)
56139,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,5.90,,,false,false,6,,,,,,,630,3150,3,,false,false,POINT (164.78330994 -20.56002808)
56145,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,true,8,,,,,,,797,3550,3,,false,false,POINT (164.7850064 -20.5722139)
56148,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,11,4,,true,false,10,,,,,,,511,3390,3,,false,false,POINT (164.7930568 -20.562816)
56125,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,8.59436692696235,,,true,false,11,,,,,,,588,3150,3,,false,false,POINT (164.781 -20.6256111)
56122,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,10,,,,,,,484,2170,2,,false,false,POINT (164.438333320618 -20.306516679128)
56146,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,15,,false,true,7,,,,,,,631,3390,3,,false,false,POINT (164.7912657 -20.5644516)
56147,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,4,,,,,,,631,3390,3,,false,false,POINT (164.7912657 -20.5644516)
56121,13232,Col d'Amoss,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,13.40,,4,false,false,10,,,,,,,497,2170,2,,false,false,POINT (164.43788147 -20.30602264)
56158,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,9,,,,,,,498,2760,3,,false,false,POINT (165.22663166523 -20.8694149335225)
56187,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,6,,,,,,,409,2740,3,,false,false,POINT (165.064767499765 -20.8474419911702)
56190,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,3,,,,,,,464,2760,3,,false,true,POINT (165.226954629686 -20.8676546296146)
56159,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,20,3.5,,false,false,9,,,,,,,597,3070,3,,false,false,POINT (165.2939003 -20.9647401)
56160,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,5,,,,,,,45,950,1,,false,false,POINT (166.4476949 -22.2693066)
56185,2842,Tchingou,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,12.41,,2,false,false,5,,,,,,,926,3250,3,,false,true,POINT (164.991062 -20.907664)
56153,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,11.10,,,false,false,11,,,,,,,641,3300,3,,false,false,POINT (164.86911011 -20.64027786)
56154,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,11.80,,,false,false,11,,,,,,,641,3300,3,,false,false,POINT (164.86911011 -20.64027786)
56155,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,13.40,,,false,false,11,,,,,,,641,3300,3,,false,false,POINT (164.86911011 -20.64027786)
56161,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,,,,false,false,11,,,,,,,,,,,false,false,
56156,13232,,Cyphokentia cerifera,Cyphokentia cerifera (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphokentia,Cyphokentia cerifera,,21,9.90,,,false,false,11,,,,,,,579,3300,3,,false,false,POINT (164.87133789 -20.6408062)
56193,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,12,,false,false,1,,,,,,,113,2550,3,,false,false,POINT (165.299397 -20.9344518)
56195,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,5,,false,true,9,,,,,,,560,2270,2,,false,false,POINT (165.316432 -21.1495681)
56198,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,8.30,,,false,false,3,,,,,,,600,2510,3,,false,false,POINT (165.31750488 -21.16243553)
56199,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,8.40,,,false,false,3,,,,,,,600,2510,3,,false,false,POINT (165.31750488 -21.16243553)
56200,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,14.00,,,false,false,3,,,,,,,600,2510,3,,false,false,POINT (165.31750488 -21.16243553)
56196,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,8.90,,,true,false,3,,,,,,,593,2510,3,,false,false,POINT (165.317276 -21.16279793)
56197,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,12.70,,,false,false,3,,,,,,,593,2510,3,,false,false,POINT (165.317276 -21.16279793)
56202,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,6.00,,,false,false,9,,,,,,,616,2510,3,,false,false,POINT (165.32502747 -21.1638298)
56201,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,4,,,,,,,434,2270,2,,false,false,POINT (165.3202876 -21.1503404)
56194,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,14.30,,,false,false,3,,,,,,,638,2510,3,,false,false,POINT (165.31520081 -21.16627693)
56210,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,8,,,,,,,496,2570,3,,false,false,POINT (165.468844985962 -21.2380171616872)
56270,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,true,2,,,,,,,667,2770,3,,false,false,POINT (165.4856827 -21.2286785)
56281,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,6,7,,false,true,4,,,,,,,226,2840,3,,false,true,POINT (166.6878075 -22.1097306)
56282,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,10,,,,,,,226,2840,3,,false,true,POINT (166.6878075 -22.1097306)
56269,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,5,,,,,,,478,2670,3,,false,false,POINT (165.479166666667 -21.242850001653)
56274,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,25,15,,false,false,8,,,,,,,501,2030,2,,false,true,POINT (165.8821331 -21.4659629)
56289,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,10,,false,true,3,,,,,,,,,,,false,false,
56275,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,25,15,,false,true,9,,,,,,,501,2030,2,,false,true,POINT (165.8821331 -21.4659629)
56276,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,true,7,,,,,,,772,2200,2,,false,false,POINT (165.9235941 -21.5779379)
56264,2842,Arago,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,14.50,,3,false,false,6,,,,,,,493,2670,3,,false,false,POINT (165.4765625 -21.24147606)
56278,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,10,8,,false,true,11,,,,,,,161,2750,3,,false,true,POINT (166.684969 -22.1028821)
56279,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,15,,true,false,11,,,,,,,161,2750,3,,false,true,POINT (166.684969 -22.1028821)
56280,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,11,,,,,,,161,2750,3,,false,true,POINT (166.684969 -22.1028821)
56277,2842,,Cyphokentia macrostachya,Cyphokentia macrostachya Pancher ex Brongn.,Arecaceae,Cyphokentia,Cyphokentia macrostachya,,21,,,,false,false,6,,,,,,,823,2340,2,,false,false,POINT (165.9398612 -21.5931635)
56335,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,6,,false,true,12,,,,,,,605,1740,2,,false,false,POINT (164.5246221 -20.3836135)
56332,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,10,,false,true,9,,,,,,,55,1680,2,,false,false,POINT (164.5012746 -20.3127728)
158201,5110,Paeoua,Podocarpus lucienii,Podocarpus lucienii de Laub.,Podocarpaceae,Podocarpus,Podocarpus lucienii,,21,13.10,,1,false,false,10,,,,,,0.690182,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
158202,5110,Paeoua,Podocarpus lucienii,Podocarpus lucienii de Laub.,Podocarpaceae,Podocarpus,Podocarpus lucienii,,21,13.70,,2,false,false,10,,,,,,0.637467,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
158203,5110,Paeoua,Podocarpus lucienii,Podocarpus lucienii de Laub.,Podocarpaceae,Podocarpus,Podocarpus lucienii,,21,14.80,,3,false,false,10,,,,,,0.746834,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
158204,5110,Paeoua,Podocarpus lucienii,Podocarpus lucienii de Laub.,Podocarpaceae,Podocarpus,Podocarpus lucienii,,21,16.00,,2,false,false,10,,,,,,,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
158205,5110,Paeoua,Podocarpus lucienii,Podocarpus lucienii de Laub.,Podocarpaceae,Podocarpus,Podocarpus lucienii,,21,17.60,,3,false,false,10,,,,,,0.664392,1079,2420,3,,false,true,POINT (165.09597778 -21.16776657)
56342,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,8.00,,,false,false,11,,,,,,,437,3130,3,,false,false,POINT (164.72714233 -20.59311104)
56339,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,2,,,,,,,557,1530,2,,false,false,POINT (164.714180013869 -20.7292008717855)
56341,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,2,,,,,,,643,1530,2,,false,true,POINT (164.7153383255 -20.7264766693115)
56333,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,10,4,,false,false,4,,,,,,,413,1730,2,,false,false,POINT (164.5158172 -20.3853107)
56338,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,2,,,,,,,557,1530,2,,false,false,POINT (164.714126650492 -20.7296898523966)
56331,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,3,,,,,,,290,2010,2,,false,false,POINT (164.4931576 -20.3395803)
56337,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,2,,,,,,,792,1840,2,,false,false,POINT (164.708376693726 -20.7177050272624)
56346,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,6,,,,,,,1198,4040,3,,false,false,POINT (164.76040649414062 -20.58346939086914)
56348,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,9.90,,,false,false,11,,,,,,,586,3150,3,,false,false,POINT (164.77955627 -20.62502861)
56349,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,11.50,,,false,false,11,,,,,,,586,3150,3,,false,false,POINT (164.77955627 -20.62502861)
56350,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,12.40,,,false,false,11,,,,,,,586,3150,3,,false,false,POINT (164.77955627 -20.62502861)
56344,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,11,,,,,,,721,1630,2,,false,false,POINT (164.739355696389 -20.7428203896111)
56345,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,11,,,,,,,801,1880,2,,false,false,POINT (164.741127491 -20.7347528356667)
56347,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,9,,,,,,,1326,3880,3,,false,false,POINT (164.77719116210938 -20.5983943939209)
56411,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,6.20,,,false,false,11,,,,,,,886,3600,3,,false,false,POINT (164.86138916 -20.6416111)
56404,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,4,,true,false,9,,,,,,,511,3390,3,,false,false,POINT (164.7930568 -20.562816)
56406,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,false,false,11,,,,,,,28,2970,3,,false,false,POINT (164.8226667 -20.5895278)
56399,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,8.00,,,false,false,11,,,,,,,576,3150,3,,false,false,POINT (164.78450012 -20.62441635)
56400,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,9.50,,,false,false,11,,,,,,,576,3150,3,,false,false,POINT (164.78450012 -20.62441635)
56401,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,10.50,,,false,false,11,,,,,,,576,3150,3,,false,false,POINT (164.78450012 -20.62441635)
56405,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,,,,true,true,9,,,,,,,419,3110,3,,false,false,POINT (164.7943682 -20.5615867)
56389,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,6.00,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56390,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,6.40,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56391,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,9.50,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56392,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,9.70,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56393,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,10.50,,,false,false,11,,,,,,,588,3150,3,,false,false,POINT (164.78100586 -20.62561035)
56412,13227,,Cyphophoenix alba,Cyphophoenix alba (H.E.Moore) Pintaud & W.J.Baker,Arecaceae,Cyphophoenix,Cyphophoenix alba,,21,10.00,,,false,false,11,,,,,,,641,3300,3,,false,false,POINT (164.86911011 -20.64027786)
